BioSample_s	BioSampleModel_s	Cultivar_s	Experiment_s	ID_s	InsertSize_l	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Plant_s	ReleaseDate_s	Rice_Field_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	geo_loc_name_s	host_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN02929898	MIMS.me	IR50	SRX660384	JE.Soil.284	250	PAIRED	GHRun1	2016-06-09	24	13	<not provided>	2014-07-26	<not provided>	SRR1524800	SRS665383	JE.Soil.284	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929899	MIMS.me	Soil	SRX660385	JE.Soil.285	250	PAIRED	GHRun1	2016-06-09	29	17	<not provided>	2014-07-26	<not provided>	SRR1524801	SRS665384	JE.Soil.285	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929900	MIMS.me	93-11	SRX660386	JE.Soil.286	250	PAIRED	GHRun1	2016-06-09	33	19	<not provided>	2014-07-26	<not provided>	SRR1524802	SRS665385	JE.Soil.286	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929901	MIMS.me	93-11	SRX660388	JE.Soil.287	250	PAIRED	GHRun1	2016-06-09	36	20	<not provided>	2014-07-26	<not provided>	SRR1524803	SRS665387	JE.Soil.287	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929902	MIMS.me	93-11	SRX660389	JE.Soil.288	250	PAIRED	GHRun1	2016-06-09	30	16	<not provided>	2014-07-26	<not provided>	SRR1524804	SRS665388	JE.Soil.288	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929903	MIMS.me	Glab_E	SRX660390	JE.Soil.290	250	PAIRED	GHRun1	2016-06-09	22	12	<not provided>	2014-07-26	<not provided>	SRR1524805	SRS665389	JE.Soil.290	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929904	MIMS.me	Glab_E	SRX660391	JE.Soil.291	250	PAIRED	GHRun1	2016-06-09	33	19	<not provided>	2014-07-26	<not provided>	SRR1524806	SRS665390	JE.Soil.291	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929905	MIMS.me	Soil	SRX660392	JE.Soil.293	250	PAIRED	GHRun1	2016-06-09	34	20	<not provided>	2014-07-26	<not provided>	SRR1524807	SRS665391	JE.Soil.293	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929906	MIMS.me	Glab_B	SRX660393	JE.Soil.294	250	PAIRED	GHRun1	2016-06-09	112	65	<not provided>	2014-07-26	<not provided>	SRR1524808	SRS665392	JE.Soil.294	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929907	MIMS.me	Glab_B	SRX660394	JE.Soil.295	250	PAIRED	GHRun1	2016-06-09	32	18	<not provided>	2014-07-26	<not provided>	SRR1524809	SRS665393	JE.Soil.295	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929908	MIMS.me	Glab_B	SRX660396	JE.Soil.296	250	PAIRED	GHRun1	2016-06-09	41	23	<not provided>	2014-07-26	<not provided>	SRR1524810	SRS665395	JE.Soil.296	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929909	MIMS.me	Nipponebare	SRX660397	JE.Soil.298	250	PAIRED	GHRun1	2016-06-09	80	46	<not provided>	2014-07-26	<not provided>	SRR1524811	SRS665396	JE.Soil.298	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929910	MIMS.me	Nipponebare	SRX660398	JE.Soil.300	250	PAIRED	GHRun1	2016-06-09	58	32	<not provided>	2014-07-26	<not provided>	SRR1524812	SRS665397	JE.Soil.300	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929911	MIMS.me	Soil	SRX660399	JE.Soil.301	250	PAIRED	GHRun1	2016-06-09	58	34	<not provided>	2014-07-26	<not provided>	SRR1524813	SRS665398	JE.Soil.301	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929912	MIMS.me	M104	SRX660401	JE.Soil.302	250	PAIRED	GHRun1	2016-06-09	99	58	<not provided>	2014-07-26	<not provided>	SRR1524814	SRS665400	JE.Soil.302	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929913	MIMS.me	M104	SRX660402	JE.Soil.303	250	PAIRED	GHRun1	2016-06-09	27	15	<not provided>	2014-07-26	<not provided>	SRR1524815	SRS665401	JE.Soil.303	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929914	MIMS.me	M104	SRX660403	JE.Soil.304	250	PAIRED	GHRun1	2016-06-09	47	26	<not provided>	2014-07-26	<not provided>	SRR1524816	SRS665402	JE.Soil.304	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929915	MIMS.me	IR50	SRX660404	JE.Soil.307	250	PAIRED	GHRun1	2016-06-09	61	35	<not provided>	2014-07-26	<not provided>	SRR1524817	SRS665403	JE.Soil.307	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929916	MIMS.me	IR50	SRX660405	JE.Soil.308	250	PAIRED	GHRun1	2016-06-09	66	36	<not provided>	2014-07-26	<not provided>	SRR1524818	SRS665404	JE.Soil.308	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929917	MIMS.me	Soil	SRX660406	JE.Soil.309	250	PAIRED	GHRun1	2016-06-09	41	24	<not provided>	2014-07-26	<not provided>	SRR1524819	SRS665405	JE.Soil.309	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929918	MIMS.me	93-11	SRX660407	JE.Soil.310	250	PAIRED	GHRun1	2016-06-09	31	18	<not provided>	2014-07-26	<not provided>	SRR1524820	SRS665406	JE.Soil.310	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929919	MIMS.me	93-11	SRX660408	JE.Soil.312	250	PAIRED	GHRun1	2016-06-09	35	19	<not provided>	2014-07-26	<not provided>	SRR1524821	SRS665407	JE.Soil.312	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929920	MIMS.me	Glab_E	SRX660409	JE.Soil.314	250	PAIRED	GHRun1	2016-06-09	44	25	<not provided>	2014-07-26	<not provided>	SRR1524822	SRS665408	JE.Soil.314	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929921	MIMS.me	Glab_E	SRX660410	JE.Soil.315	250	PAIRED	GHRun1	2016-06-09	24	14	<not provided>	2014-07-26	<not provided>	SRR1524823	SRS665409	JE.Soil.315	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929922	MIMS.me	Glab_E	SRX660411	JE.Soil.316	250	PAIRED	GHRun1	2016-06-09	49	28	<not provided>	2014-07-26	<not provided>	SRR1524824	SRS665410	JE.Soil.316	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929923	MIMS.me	Glab_B	SRX660412	JE.Soil.318	250	PAIRED	GHRun1	2016-06-09	41	24	<not provided>	2014-07-26	<not provided>	SRR1524825	SRS665411	JE.Soil.318	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929924	MIMS.me	Glab_B	SRX660413	JE.Soil.319	250	PAIRED	GHRun1	2016-06-09	24	14	<not provided>	2014-07-26	<not provided>	SRR1524826	SRS665412	JE.Soil.319	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929925	MIMS.me	Glab_B	SRX660414	JE.Soil.320	250	PAIRED	GHRun1	2016-06-09	22	13	<not provided>	2014-07-26	<not provided>	SRR1524827	SRS665413	JE.Soil.320	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301260	Metagenome or environmental	M104	SRX858843	<not provided>	0	SINGLE	JE.TC.10	2016-06-09	42	28	1	2015-07-20	<not provided>	SRR2107428	SRS830424	JE.TC.10	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301261	Metagenome or environmental	M104	SRX1100918	<not provided>	250	PAIRED	JE.TC.11	2016-06-09	54	36	2	2015-07-20	<not provided>	SRR2107429	SRS995463	JE.TC.11	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301262	Metagenome or environmental	M104	SRX1100939	<not provided>	250	PAIRED	JE.TC.12	2016-06-09	40	27	3	2015-07-20	<not provided>	SRR2107430	SRS995484	JE.TC.12	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301263	Metagenome or environmental	M104	SRX1100942	<not provided>	250	PAIRED	JE.TC.13	2016-06-09	38	25	1	2015-07-20	<not provided>	SRR2107431	SRS995487	JE.TC.13	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301264	Metagenome or environmental	M104	SRX1100994	<not provided>	250	PAIRED	JE.TC.14	2016-06-09	37	25	2	2015-07-20	<not provided>	SRR2107432	SRS995490	JE.TC.14	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301265	Metagenome or environmental	M104	SRX1101019	<not provided>	250	PAIRED	JE.TC.15	2016-06-09	41	27	3	2015-07-20	<not provided>	SRR2107433	SRS995491	JE.TC.15	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301266	Metagenome or environmental	M104	SRX1101022	<not provided>	250	PAIRED	JE.TC.16	2016-06-09	43	26	1	2015-07-20	<not provided>	SRR2107434	SRS995493	JE.TC.16	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301267	Metagenome or environmental	M104	SRX1101024	<not provided>	250	PAIRED	JE.TC.17	2016-06-09	52	33	2	2015-07-20	<not provided>	SRR2107435	SRS995495	JE.TC.17	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301268	Metagenome or environmental	M104	SRX1101027	<not provided>	250	PAIRED	JE.TC.18	2016-06-09	42	27	3	2015-07-20	<not provided>	SRR2107436	SRS995496	JE.TC.18	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301269	Metagenome or environmental	M104	SRX1101029	<not provided>	250	PAIRED	JE.TC.19	2016-06-09	62	41	1	2015-07-20	<not provided>	SRR2107437	SRS995498	JE.TC.19	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301270	Metagenome or environmental	M104	SRX1101030	<not provided>	250	PAIRED	JE.TC.20	2016-06-09	67	44	2	2015-07-20	<not provided>	SRR2107438	SRS995500	JE.TC.20	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301271	Metagenome or environmental	M104	SRX1101057	<not provided>	250	PAIRED	JE.TC.21	2016-06-09	43	29	3	2015-07-20	<not provided>	SRR2107439	SRS995504	JE.TC.21	2013-11-03	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301272	Metagenome or environmental	M104	SRX1101055	<not provided>	250	PAIRED	JE.TC.22	2016-06-09	34	23	1	2015-07-20	<not provided>	SRR2107440	SRS995502	JE.TC.22	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301273	Metagenome or environmental	M104	SRX1101060	<not provided>	250	PAIRED	JE.TC.23	2016-06-09	50	34	2	2015-07-20	<not provided>	SRR2107441	SRS995505	JE.TC.23	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301274	Metagenome or environmental	M104	SRX1101062	<not provided>	250	PAIRED	JE.TC.24	2016-06-09	73	48	3	2015-07-20	<not provided>	SRR2107442	SRS995507	JE.TC.24	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301275	Metagenome or environmental	M104	SRX1101063	<not provided>	250	PAIRED	JE.TC.25	2016-06-09	38	25	1	2015-07-20	<not provided>	SRR2107443	SRS995506	JE.TC.25	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301276	Metagenome or environmental	M104	SRX1101066	<not provided>	250	PAIRED	JE.TC.26	2016-06-09	40	27	2	2015-07-20	<not provided>	SRR2107444	SRS995510	JE.TC.26	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301277	Metagenome or environmental	M104	SRX1101067	<not provided>	250	PAIRED	JE.TC.27	2016-06-09	39	25	3	2015-07-20	<not provided>	SRR2107445	SRS995508	JE.TC.27	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301278	Metagenome or environmental	M104	SRX1101069	<not provided>	250	PAIRED	JE.TC.28	2016-06-09	31	19	1	2015-07-20	<not provided>	SRR2107446	SRS995514	JE.TC.28	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301279	Metagenome or environmental	M104	SRX1101072	<not provided>	250	PAIRED	JE.TC.29	2016-06-09	32	20	2	2015-07-20	<not provided>	SRR2107447	SRS995512	JE.TC.29	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301280	Metagenome or environmental	M104	SRX1101073	<not provided>	250	PAIRED	JE.TC.30	2016-06-09	34	21	3	2015-07-20	<not provided>	SRR2107448	SRS995516	JE.TC.30	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301281	Metagenome or environmental	M104	SRX1101075	<not provided>	250	PAIRED	JE.TC.31	2016-06-09	47	31	1	2015-07-20	<not provided>	SRR2107454	SRS995515	JE.TC.31	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301282	Metagenome or environmental	M104	SRX1101080	<not provided>	250	PAIRED	JE.TC.32	2016-06-09	42	28	2	2015-07-20	<not provided>	SRR2107455	SRS995518	JE.TC.32	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301283	Metagenome or environmental	M104	SRX1101081	<not provided>	250	PAIRED	JE.TC.33	2016-06-09	33	22	3	2015-07-20	<not provided>	SRR2107456	SRS995520	JE.TC.33	2013-11-04	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301284	Metagenome or environmental	M104	SRX1101088	<not provided>	250	PAIRED	JE.TC.34	2016-06-09	48	33	1	2015-07-20	<not provided>	SRR2107457	SRS995522	JE.TC.34	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301285	Metagenome or environmental	M104	SRX1101089	<not provided>	250	PAIRED	JE.TC.35	2016-06-09	65	43	2	2015-07-20	<not provided>	SRR2107458	SRS995523	JE.TC.35	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
